eagle,eagle_s,sparrow,sparrow_s
1.141304348,1.137,2.085066163,2.072
1.430728242,1.493,26.40452931,28.32
2.229202037,2.369,125.7432088,132.7812
14.90867229,16.275,180.3311589,189.321
25.53217993,28.547,210.6934256,215.32
